Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
views,2,72,33799179.0,3326,0,285,3697264.0,18,1003
views,0,72,36007723.0,3326,0,285,3697264.0,18,1003
views,0,72,36641650.0,3326,0,285,3697264.0,10,1003
views,0,72,35841476.0,3326,1,285,3697264.0,17,1003
views,0,72,37633369.0,3326,0,285,3697264.0,18,1003
views,0,72,36448966.0,3326,0,285,3697264.0,10,1003
views,3,484,27375605.0,28663,0,1577,21061.0,19,2387
views,2,484,37149731.0,28663,0,1577,21061.0,13,2387
views,0,484,35343186.0,28663,2,1577,21061.0,17,2387
views,1,194,36572155.0,49892,1,492,191463.0,12,2449
views,0,194,34476742.0,49892,0,492,191463.0,18,2449
views,4,46,37080167.0,17310,1,3414,303612.0,17,4062
views,2,46,37132635.0,17310,1,3414,303612.0,15,4062
views,1,1,33078084.0,55042,1,5546,1006010.0,12,2630
views,2,485,31963873.0,12628,2,5163,940834.0,18,1792
views,1,22,31962760.0,1953,0,1171,989920.0,17,2610
views,0,22,36861397.0,1953,0,1171,989920.0,19,2610
views,0,171,34581020.0,16933,0,281,2332336.0,14,1275
views,0,171,37659417.0,16933,0,281,2332336.0,12,1275
views,2,171,36182794.0,16933,0,281,2332336.0,13,1275
views,0,171,35989686.0,16933,0,281,2332336.0,13,1275
views,1,85,30646854.0,38542,1,2078,2071807.0,19,1978
views,0,1,35673593.0,3766,0,311,2452680.0,15,1269
views,0,1,36116684.0,3766,0,311,2452680.0,18,1269
views,0,16,32507522.0,9290,0,225,1303170.0,15,1194
views,0,16,33956002.0,9290,0,225,1303170.0,10,1194
views,3,16,32839502.0,9290,0,225,1303170.0,16,1194
views,1,16,36120541.0,9290,0,225,1303170.0,16,1194
views,0,16,37114411.0,9290,1,225,1303170.0,12,1194
views,0,8,33078690.0,11815,0,495,51593.0,13,1979
views,0,25,35657359.0,16779,0,1782,361842.0,19,1691
views,2,197,37660293.0,115343,-1,3682,99834.0,11,8228
views,4,197,31829286.0,115343,0,3682,99834.0,18,8228
views,0,197,37590442.0,115343,0,3682,99834.0,16,8228
views,4,197,37419130.0,115343,0,3682,99834.0,9,8228
views,0,197,37481883.0,115343,0,3682,99834.0,8,8228
views,0,197,37387820.0,115343,0,3682,99834.0,18,8228
views,0,197,36839491.0,115343,0,3682,99834.0,18,8228
views,0,197,37360946.0,115343,0,3682,99834.0,12,8228
views,0,197,33961056.0,115343,0,3682,99834.0,19,8228
views,0,197,31473580.0,115343,0,3682,99834.0,10,8228
views,0,197,36182825.0,115343,1,3682,99834.0,16,8228
views,0,197,35743281.0,115343,0,3682,99834.0,6,8228
views,0,197,32849803.0,115343,0,3682,99834.0,6,8228
views,1,197,35969187.0,115343,0,3682,99834.0,12,8228
views,0,197,37316597.0,115343,-2,3682,99834.0,18,8228
views,0,197,37482139.0,115343,1,3682,99834.0,13,8228
views,0,197,28238191.0,115343,-2,3682,99834.0,18,8228
views,1,197,36848864.0,115343,1,3682,99834.0,15,8228
views,0,197,36798121.0,115343,0,3682,99834.0,14,8228
views,0,197,33131808.0,115343,0,3682,99834.0,7,8228
views,3,197,36645933.0,115343,-1,3682,99834.0,16,8228
views,0,97,37672500.0,7848,0,726,958464.0,10,1599
views,0,97,36529702.0,7848,0,726,958464.0,17,1599
views,4,97,34369756.0,7848,0,726,958464.0,16,1599
views,4,97,34138658.0,7848,0,726,958464.0,18,1599
views,0,97,36859135.0,7848,0,726,958464.0,16,1599
views,0,45,34917026.0,12968,0,585,1290545.0,13,8792
views,0,1615,37194265.0,16309,0,5329,1563422.0,8,5981
views,2,18,32074632.0,22239,1,1893,509706.0,19,1497
views,0,72,33632499.0,20390,0,505,178757.0,13,1317
views,0,31,28111159.0,5104,0,517,609630.0,10,1082
views,2,31,37679821.0,5104,0,517,609630.0,13,1082
views,0,126,34446666.0,23409,1,1452,202168.0,16,1690
views,0,126,23685447.0,23409,0,1452,202168.0,19,1690
views,0,126,34432986.0,23409,0,1452,202168.0,14,1690
views,0,187,37501518.0,8963,1,582,17971.0,19,1496
views,0,1204,32070717.0,24848,0,2483,500974.0,15,2310
views,0,138,37545568.0,12653,0,1203,1010632.0,15,1381
views,0,48,17834580.0,13103,0,3352,1741868.0,18,1310
views,2,760,25726485.0,23454,0,834,978756.0,18,3974
views,2,17,29264697.0,32947,0,579,84539.0,17,2284
views,3,322,34888017.0,28934,0,1294,31667.0,10,2418
views,0,322,33771746.0,28934,1,1294,31667.0,10,2418
views,0,40,37750032.0,39822,0,488,93884.0,10,1033
views,0,55,30850819.0,9855,0,805,56672.0,15,1193
up_votes,0,962,34311118.0,26919,0,6113,495796.0,14,5170
up_votes,0,962,33335353.0,26919,0,6113,495796.0,7,5170
up_votes,0,962,31840847.0,26919,-1,6113,495796.0,19,5170
up_votes,0,962,37008273.0,26919,0,6113,495796.0,8,5170
up_votes,0,106,37542626.0,31771,0,3826,706456.0,8,2398
up_votes,1,71,37256326.0,1370,0,1013,4846642.0,14,136
up_votes,0,812,33945688.0,1879,0,2172,1430750.0,19,287
up_votes,6,26,23832475.0,4172,0,3433,2135045.0,14,363
up_votes,1,26,30049824.0,4172,0,3433,2135045.0,17,363
up_votes,0,157,36504302.0,10959,0,1383,695749.0,14,1118
up_votes,2,157,36627861.0,10959,0,1383,695749.0,14,1118
up_votes,3,157,37280132.0,10959,0,1383,695749.0,13,1118
up_votes,0,25,37489765.0,5417,0,1458,2422230.0,13,262
up_votes,4,25,33656213.0,5417,0,1458,2422230.0,17,262
up_votes,0,25,37499499.0,5417,0,1458,2422230.0,18,262
up_votes,0,28,36899756.0,2142,0,933,1684282.0,16,269
up_votes,0,4,37597353.0,4683,0,1462,227086.0,14,263
up_votes,0,62,35035347.0,30536,0,2272,151641.0,15,2146
up_votes,1,14,37563827.0,3815,1,1137,196533.0,19,186
up_votes,0,449,24123905.0,21315,1,1037,229792.0,17,2092
up_votes,0,449,34024347.0,21315,0,1037,229792.0,16,2092
up_votes,0,23,34683200.0,10236,0,1932,575530.0,6,1355
up_votes,0,23,36573233.0,10236,0,1932,575530.0,12,1355
up_votes,0,23,35090161.0,10236,0,1932,575530.0,14,1355
up_votes,2,23,35745577.0,10236,0,1932,575530.0,6,1355
up_votes,0,23,37272702.0,10236,0,1932,575530.0,12,1355
up_votes,0,23,37069879.0,10236,0,1932,575530.0,18,1355
up_votes,1,23,27474680.0,10236,0,1932,575530.0,16,1355
up_votes,0,29,36648652.0,5747,0,1159,1125402.0,8,368
up_votes,0,20,35726701.0,13247,0,1339,6604.0,14,1511
up_votes,0,71,35196573.0,11377,2,1658,283538.0,14,1549
up_votes,1,71,33456802.0,11377,0,1658,283538.0,19,1549
up_votes,0,71,31544565.0,11377,0,1658,283538.0,17,1549
up_votes,0,71,36644210.0,11377,0,1658,283538.0,8,1549
up_votes,0,71,30476966.0,11377,0,1658,283538.0,18,1549
up_votes,4,37,28820948.0,14597,0,883,382307.0,15,1343
up_votes,0,21,26908347.0,2623,0,921,87154.0,16,478
up_votes,0,66,28745824.0,6377,0,2848,93910.0,19,746
up_votes,0,21,34339407.0,19061,0,4730,326900.0,10,921
up_votes,0,39,32777385.0,27966,0,1314,593627.0,18,3400
up_votes,1,39,37367638.0,27966,0,1314,593627.0,18,3400
up_votes,0,39,36129196.0,27966,0,1314,593627.0,14,3400
up_votes,0,3,31944510.0,1912,0,2040,3410518.0,19,269
up_votes,0,3,37464287.0,1912,1,2040,3410518.0,12,269
up_votes,0,41,15895202.0,4872,0,1248,353268.0,19,307
up_votes,0,8468,37281540.0,34547,0,4550,545127.0,8,9516
up_votes,0,17,24939395.0,13681,0,2506,141022.0,19,1048
up_votes,0,17,35887536.0,13681,0,2506,141022.0,15,1048
up_votes,0,189,31655571.0,32311,0,2468,429427.0,13,1155
up_votes,1,10,32549522.0,10304,0,2402,2270404.0,14,421
up_votes,0,20,37143009.0,6508,0,1747,15703.0,16,720
up_votes,0,116,35235854.0,23815,0,4548,1079110.0,18,2002
up_votes,3,116,36970447.0,23815,0,4548,1079110.0,16,2002
up_votes,2,15,37361268.0,4864,0,956,1471604.0,18,735
up_votes,0,17,34456445.0,11975,0,917,3006737.0,12,834
up_votes,0,17,36691276.0,11975,0,917,3006737.0,19,834
up_votes,0,115,34995038.0,4552,0,927,295852.0,18,245
up_votes,0,154,37732549.0,5848,0,1173,452748.0,12,1303
up_votes,0,470,36269222.0,3330,0,895,1937198.0,10,396
up_votes,0,314,36071704.0,2375,-2,1205,5111870.0,15,709
up_votes,2,16,35793876.0,14031,1,2543,1327651.0,18,894
up_votes,0,16,37016394.0,14031,0,2543,1327651.0,8,894
up_votes,0,16,33500815.0,14031,0,2543,1327651.0,16,894
up_votes,0,16,36223631.0,14031,0,2543,1327651.0,16,894
up_votes,0,41,37251455.0,3577,0,915,1687972.0,14,293
up_votes,2,41,37676760.0,3577,0,915,1687972.0,19,293
up_votes,1,2,37575166.0,5537,1,2347,2550114.0,16,233
up_votes,0,1022,33372277.0,47168,0,7845,13744.0,12,3339
up_votes,1,9,32247872.0,11092,0,3698,849697.0,19,495
up_votes,0,9,33098873.0,11092,0,3698,849697.0,14,495
up_votes,0,9,36084859.0,11092,0,3698,849697.0,12,495
up_votes,3,9,37653267.0,11092,0,3698,849697.0,17,495
up_votes,0,34,33671843.0,5626,0,1166,134848.0,7,1314
up_votes,1,42,32539364.0,21155,0,1006,442351.0,17,1225
up_votes,0,42,34666765.0,21155,0,1006,442351.0,17,1225
up_votes,0,42,33917916.0,21155,0,1006,442351.0,5,1225
up_votes,0,42,26567762.0,21155,1,1006,442351.0,17,1225
up_votes,5,42,37597375.0,21155,0,1006,442351.0,17,1225
up_votes,1,42,37262857.0,21155,0,1006,442351.0,17,1225
up_votes,1,42,37622635.0,21155,0,1006,442351.0,11,1225
up_votes,1,42,33271278.0,21155,0,1006,442351.0,7,1225
up_votes,2,42,32797001.0,21155,0,1006,442351.0,17,1225
up_votes,0,42,36508334.0,21155,0,1006,442351.0,13,1225
up_votes,1,42,35208692.0,21155,0,1006,442351.0,16,1225
up_votes,0,42,37577837.0,21155,0,1006,442351.0,11,1225
up_votes,2,42,28005285.0,21155,0,1006,442351.0,19,1225
up_votes,0,42,33879230.0,21155,0,1006,442351.0,15,1225
up_votes,3,42,27234656.0,21155,0,1006,442351.0,17,1225
up_votes,0,272,30871945.0,63153,0,2547,16511.0,15,4808
up_votes,1,102,33997496.0,9272,-1,1728,39722.0,19,1250
up_votes,0,572,37466249.0,55945,0,2228,37947.0,19,3541
up_votes,0,46,36445618.0,48375,1,1526,11898.0,17,2398
up_votes,0,46,26648659.0,48375,1,1526,11898.0,16,2398
up_votes,0,595,33067682.0,22540,0,2471,15371.0,18,1276
up_votes,0,595,30827959.0,22540,1,2471,15371.0,17,1276
up_votes,0,595,34655850.0,22540,0,2471,15371.0,19,1276
up_votes,0,4,33754832.0,2700,1,1171,199111.0,16,117
up_votes,0,1,36217617.0,1861,0,1087,187179.0,17,112
up_votes,0,409,36910912.0,106900,0,2692,1317805.0,11,9067
up_votes,0,409,35842913.0,106900,0,2692,1317805.0,13,9067
up_votes,0,80,36722862.0,34287,0,1230,687677.0,4,2485
up_votes,8,2098,37342151.0,30144,0,1264,131809.0,16,1923
up_votes,0,13,34118493.0,2073,0,1964,1499072.0,13,340
up_votes,6,13,36560530.0,2073,0,1964,1499072.0,18,340
up_votes,0,13,35837533.0,2073,1,1964,1499072.0,9,340
up_votes,0,34,37351273.0,3053,-2,1154,4921194.0,16,520
up_votes,2,11,22179082.0,34006,0,1262,683553.0,14,1640
up_votes,0,11,31927733.0,34006,0,1262,683553.0,12,1640
up_votes,0,11,37471953.0,34006,0,1262,683553.0,19,1640
up_votes,0,11,30404261.0,34006,0,1262,683553.0,15,1640
up_votes,3,11,32661087.0,34006,-1,1262,683553.0,19,1640
up_votes,1,78,31305236.0,26819,0,894,1033686.0,19,1724
up_votes,1,78,37416747.0,26819,0,894,1033686.0,16,1724
up_votes,0,121,37557754.0,32089,0,1355,138578.0,13,4762
up_votes,0,121,37570473.0,32089,0,1355,138578.0,5,4762
up_votes,0,100,31383988.0,31303,0,1142,153422.0,12,2885
up_votes,0,273,36547904.0,33337,0,943,253468.0,18,2891
up_votes,2,7,37206649.0,2445,1,1005,1300519.0,14,211
up_votes,1,7,36033966.0,2445,2,1005,1300519.0,19,211
up_votes,1,242,29592171.0,39423,1,2998,199700.0,16,6794
up_votes,5,242,28725286.0,39423,0,2998,199700.0,17,6794
up_votes,0,32,37211628.0,4092,2,1333,1517244.0,18,221
up_votes,2,461,37642104.0,187688,4,3899,324584.0,18,27257
up_votes,1,1,36285705.0,1533,1,957,394639.0,14,150
up_votes,2,18,36407423.0,3330,0,1584,1446086.0,18,233
up_votes,1,81,35243063.0,4684,0,1599,1124744.0,10,745
up_votes,0,81,31167343.0,4684,0,1599,1124744.0,14,745
up_votes,0,81,35601524.0,4684,0,1599,1124744.0,13,745
up_votes,2,70,22408441.0,5802,0,952,932833.0,19,510
up_votes,0,28,29207658.0,1509,1,1947,486561.0,15,239
up_votes,0,1189,37208635.0,23259,0,3125,487813.0,12,2940
up_votes,0,64,37705301.0,26073,0,6737,730807.0,5,3088
up_votes,0,11,33688028.0,8989,0,2596,1000.0,14,2270
up_votes,0,50,36691114.0,27417,1,971,436028.0,19,2815
up_votes,0,52,36471428.0,5653,0,1452,285190.0,10,500
up_votes,0,52,35015334.0,5653,0,1452,285190.0,18,500
up_votes,2,437,37699630.0,36326,0,1600,3049628.0,10,4245
up_votes,2,8,37331001.0,33369,0,2050,296446.0,17,1609
up_votes,0,449,36053989.0,39904,0,4829,1011724.0,15,4149
up_votes,0,26,33011717.0,11425,0,2805,27756.0,11,4847
up_votes,0,26,37730040.0,11425,0,2805,27756.0,18,4847
up_votes,0,26,37111914.0,11425,0,2805,27756.0,13,4847
up_votes,0,26,35172793.0,11425,0,2805,27756.0,15,4847
up_votes,0,26,37588791.0,11425,0,2805,27756.0,6,4847
up_votes,0,26,26670652.0,11425,1,2805,27756.0,18,4847
up_votes,0,26,24905100.0,11425,0,2805,27756.0,19,4847
up_votes,1,26,35314969.0,11425,0,2805,27756.0,9,4847
up_votes,0,4,34934350.0,4368,0,1073,405022.0,17,569
up_votes,1,4,36875644.0,4368,0,1073,405022.0,19,569
up_votes,0,1940,34789185.0,26569,0,1138,477127.0,17,3273
up_votes,0,0,34271094.0,74,0,1919,1905469.0,18,60
up_votes,0,46,37379076.0,12638,0,1689,276193.0,17,778
up_votes,0,22,37213268.0,20898,0,3528,2120261.0,15,917
up_votes,0,730,35397328.0,79076,0,2571,102441.0,17,6176
up_votes,2,730,35566927.0,79076,0,2571,102441.0,13,6176
up_votes,0,730,35873641.0,79076,1,2571,102441.0,19,6176
up_votes,0,730,36923309.0,79076,0,2571,102441.0,14,6176
up_votes,2,2,35035512.0,4826,0,2835,678834.0,15,1304
up_votes,0,2,36384025.0,4826,0,2835,678834.0,17,1304
up_votes,0,2,34788870.0,4826,0,2835,678834.0,14,1304
up_votes,0,4,34681013.0,937,0,2494,865603.0,6,156
up_votes,0,40,37730237.0,3950,0,896,127670.0,14,832
up_votes,0,21,35066362.0,14345,0,1881,132208.0,19,690
up_votes,0,3,30084170.0,6394,1,1686,3240381.0,16,608
up_votes,2,940,33551590.0,71341,-1,2823,561309.0,16,4379
up_votes,1,940,36288255.0,71341,0,2823,561309.0,13,4379
up_votes,0,24,37745552.0,3416,0,870,3029263.0,16,261
up_votes,0,24,33121020.0,3416,0,870,3029263.0,16,261
up_votes,0,24,36265195.0,3416,0,870,3029263.0,9,261
up_votes,0,24,37721283.0,3416,0,870,3029263.0,9,261
up_votes,1,24,37329215.0,3416,0,870,3029263.0,19,261
up_votes,0,24,36283613.0,3416,0,870,3029263.0,11,261
up_votes,1,24,37098126.0,3416,0,870,3029263.0,14,261
up_votes,0,24,37708245.0,3416,0,870,3029263.0,7,261
up_votes,0,1,32351188.0,1183,0,861,1076268.0,13,83
up_votes,6,201,32411162.0,13352,0,1548,261682.0,19,2076
up_votes,0,201,32416581.0,13352,0,1548,261682.0,19,2076
up_votes,1,1480,33375247.0,96868,0,2385,14357.0,12,8583
up_votes,0,67,31558581.0,10507,0,1262,125663.0,15,1627
up_votes,1,106,30851022.0,5390,0,1174,287893.0,14,655
up_votes,0,106,30854868.0,5390,0,1174,287893.0,18,655
up_votes,0,11,36656515.0,10118,0,1777,1281576.0,16,383
up_votes,1,11,36328586.0,10118,1,1777,1281576.0,13,383
up_votes,4,948,33218516.0,6667,0,1093,1477407.0,14,1136
up_votes,0,948,34437689.0,6667,0,1093,1477407.0,17,1136
up_votes,4,948,36944517.0,6667,1,1093,1477407.0,19,1136
up_votes,0,948,31854179.0,6667,0,1093,1477407.0,18,1136
up_votes,0,22,35326505.0,3103,0,1284,1980029.0,19,300
up_votes,0,9,35770346.0,13834,0,1623,6486.0,14,997
up_votes,0,9,4238213.0,13834,1,1623,6486.0,17,997
up_votes,0,519,18674135.0,16616,0,872,933633.0,19,1145
up_votes,3,21,35086108.0,4245,0,1507,389828.0,19,382
up_votes,1,64,35725627.0,4335,3,2143,1543300.0,18,335
up_votes,0,14,36710868.0,3603,0,2485,156446.0,16,517
up_votes,6,56,20458662.0,4583,0,1677,2413722.0,19,298
up_votes,1,24,37647553.0,5150,0,1157,3632206.0,17,1066
up_votes,0,24,35962496.0,5150,0,1157,3632206.0,12,1066
up_votes,6,24,37585219.0,5150,0,1157,3632206.0,16,1066
up_votes,0,24,36794827.0,5150,0,1157,3632206.0,3,1066
up_votes,2,24,36527550.0,5150,1,1157,3632206.0,19,1066
up_votes,1,24,31368471.0,5150,0,1157,3632206.0,19,1066
up_votes,1,24,36750507.0,5150,0,1157,3632206.0,11,1066
up_votes,0,24,37768029.0,5150,0,1157,3632206.0,18,1066
up_votes,0,24,37740445.0,5150,0,1157,3632206.0,14,1066
up_votes,1,24,31600057.0,5150,0,1157,3632206.0,9,1066
up_votes,3,24,37712798.0,5150,-1,1157,3632206.0,18,1066
up_votes,0,24,31569207.0,5150,0,1157,3632206.0,19,1066
up_votes,0,24,35503547.0,5150,0,1157,3632206.0,15,1066
up_votes,0,22,37416362.0,3165,0,3130,606602.0,17,1186
up_votes,0,8,25443750.0,12838,0,1247,693349.0,13,831
up_votes,0,8,30352098.0,12838,0,1247,693349.0,17,831
up_votes,0,21,35000836.0,11195,0,2014,1150311.0,12,858
up_votes,1,55,37299878.0,29477,1,4511,97614.0,13,2307
up_votes,0,55,37658824.0,29477,0,4511,97614.0,14,2307
up_votes,0,8,34450774.0,32400,1,2069,18706.0,17,2164
up_votes,0,8,31229302.0,32400,1,2069,18706.0,17,2164
up_votes,0,283,37746794.0,16763,0,1425,39643.0,10,1393
up_votes,0,283,37597279.0,16763,0,1425,39643.0,13,1393
up_votes,0,3,37593249.0,10301,0,1622,47013.0,19,585
up_votes,0,80,37302289.0,26041,0,1797,319618.0,8,2531
up_votes,3,80,37054007.0,26041,0,1797,319618.0,16,2531
up_votes,0,80,34630953.0,26041,0,1797,319618.0,17,2531
up_votes,0,80,37437499.0,26041,0,1797,319618.0,11,2531
up_votes,0,1,34362594.0,1531,0,3681,1229237.0,14,152
up_votes,0,1,36724546.0,1531,0,3681,1229237.0,19,152
up_votes,0,97,33842576.0,235072,0,927,6068.0,6,10965
up_votes,0,97,36953621.0,235072,0,927,6068.0,11,10965
up_votes,0,97,37093383.0,235072,1,927,6068.0,11,10965
up_votes,0,97,37257134.0,235072,1,927,6068.0,18,10965
up_votes,0,97,36912191.0,235072,0,927,6068.0,19,10965
up_votes,0,97,37330755.0,235072,0,927,6068.0,10,10965
up_votes,0,97,29285164.0,235072,1,927,6068.0,17,10965
up_votes,0,30,37433133.0,31280,0,2174,15393.0,8,2305
up_votes,1,14,30461043.0,4976,0,1089,637609.0,15,547
up_votes,4,38,37745603.0,3219,0,2065,318414.0,11,614
up_votes,0,707,37254140.0,32662,1,2579,1612146.0,16,2318
up_votes,0,22,36891069.0,936,0,1071,1195578.0,12,204
up_votes,0,182,37271747.0,15546,0,1564,67258.0,17,1848
up_votes,0,409,30979217.0,5060,0,6825,2107722.0,13,3839
up_votes,0,11,34685761.0,5849,0,863,51209.0,14,480
up_votes,0,10,36941180.0,15157,0,1456,623519.0,16,402
up_votes,0,10,32903526.0,15157,0,1456,623519.0,14,402
up_votes,1,10,17315725.0,15157,1,1456,623519.0,14,402
up_votes,0,10,37566148.0,15157,0,1456,623519.0,12,402
up_votes,0,10,37189687.0,15157,0,1456,623519.0,10,402
up_votes,0,8,34926673.0,1544,0,1358,1341694.0,15,78
up_votes,0,8,37167458.0,1544,0,1358,1341694.0,19,78
up_votes,0,759,26841113.0,20302,0,1361,3436942.0,19,2485
up_votes,0,1233,35731272.0,68266,2,3551,1066031.0,18,4633
up_votes,0,1294,33287672.0,24767,1,2417,1352288.0,9,2187
up_votes,4,1648,36012966.0,279695,0,1406,507674.0,18,22360
up_votes,0,0,33825959.0,960,0,859,1214598.0,16,113
up_votes,2,9,35795042.0,1839,0,1101,2025108.0,11,202
up_votes,0,9,37433523.0,1839,0,1101,2025108.0,9,202
up_votes,0,15,25884483.0,7143,1,1954,601299.0,16,908
up_votes,0,6,30759449.0,4521,0,1004,1615183.0,18,1013
up_votes,0,6,30105133.0,4521,1,1004,1615183.0,16,1013
up_votes,0,6,17572984.0,4521,0,1004,1615183.0,9,1013
up_votes,5,2,29308516.0,2641,0,916,539883.0,15,154
up_votes,4,23,37764847.0,11118,0,1339,499699.0,9,632
up_votes,0,5,37762421.0,5096,0,1844,1624933.0,13,400
up_votes,2,5,37168393.0,5096,0,1844,1624933.0,17,400
up_votes,0,33,33527000.0,47519,1,943,5017.0,17,3083
up_votes,0,3,31134118.0,22996,1,2443,94278.0,14,2215
up_votes,0,3,33868901.0,22996,1,2443,94278.0,16,2215
up_votes,0,3,34311777.0,22996,0,2443,94278.0,16,2215
up_votes,0,3,37392816.0,22996,0,2443,94278.0,19,2215
up_votes,0,3,28452495.0,22996,0,2443,94278.0,19,2215
up_votes,2,10,37617111.0,9382,0,1213,117507.0,10,1587
up_votes,0,20,35973389.0,11230,0,1093,271106.0,19,914
up_votes,1,20,36798517.0,11230,0,1093,271106.0,11,914
up_votes,3,849,28305484.0,16264,1,1507,930393.0,18,1744
up_votes,5,73,35300221.0,7143,0,1988,2038544.0,19,498
up_votes,0,3,35800577.0,1195,0,2033,5269252.0,17,137
up_votes,1,143,31880901.0,6052,0,1101,5552.0,12,714
up_votes,0,143,27185451.0,6052,0,1101,5552.0,11,714
up_votes,2,0,36798510.0,542,0,1295,848850.0,13,116
up_votes,2,154,36437227.0,1360,0,1227,6084335.0,12,121
up_votes,4,290,15047053.0,23645,0,3889,156755.0,16,5226
up_votes,0,139,22711565.0,12407,0,3683,351785.0,16,784
up_votes,1,6,35683651.0,6143,0,863,4838189.0,18,241
up_votes,0,6,36499220.0,6143,1,863,4838189.0,17,241
up_votes,0,6,36697862.0,6143,0,863,4838189.0,11,241
up_votes,2,6,36430050.0,6143,0,863,4838189.0,18,241
up_votes,0,154,31160283.0,197771,0,975,12870.0,17,9458
up_votes,2,67,33694764.0,29864,0,1496,15369.0,15,2531
up_votes,1,67,14952029.0,29864,0,1496,15369.0,19,2531
up_votes,3,67,36620216.0,29864,0,1496,15369.0,18,2531
up_votes,0,67,37659772.0,29864,0,1496,15369.0,13,2531
up_votes,2,67,36496541.0,29864,0,1496,15369.0,16,2531
up_votes,2,47,37721959.0,20547,0,1360,1212017.0,19,3336
up_votes,1,47,34857556.0,20547,0,1360,1212017.0,16,3336
up_votes,0,47,35415022.0,20547,0,1360,1212017.0,17,3336
up_votes,0,266,37525980.0,24503,1,3232,1596545.0,16,2121
up_votes,1,266,37769510.0,24503,0,3232,1596545.0,8,2121
up_votes,0,22,37431448.0,55720,0,3128,107409.0,16,4202
up_votes,0,319,37252735.0,12266,0,4760,180430.0,15,1008
up_votes,0,16,29344097.0,1673,0,1356,372939.0,14,145
up_votes,2,257,30054561.0,5822,0,4348,1075247.0,15,1198
up_votes,5,257,28318163.0,5822,0,4348,1075247.0,14,1198
up_votes,0,257,24806319.0,5822,0,4348,1075247.0,17,1198
up_votes,0,257,30331879.0,5822,1,4348,1075247.0,15,1198
up_votes,0,257,32801101.0,5822,0,4348,1075247.0,15,1198
up_votes,0,812,37410831.0,38113,0,1737,699224.0,16,3852
up_votes,0,29,37679278.0,20739,0,4103,1071320.0,11,1016
up_votes,0,29,36723939.0,20739,0,4103,1071320.0,13,1016
up_votes,0,29,35603360.0,20739,0,4103,1071320.0,15,1016
up_votes,0,29,36091158.0,20739,0,4103,1071320.0,13,1016
up_votes,0,2549,35725444.0,18807,0,3154,1084416.0,10,4475
up_votes,2,1,26120935.0,15643,1,1779,3894917.0,16,990
up_votes,0,42,37145210.0,21884,0,1945,435129.0,17,2032
up_votes,0,42,37175235.0,21884,0,1945,435129.0,7,2032
up_votes,0,158,37687399.0,5353,0,1538,1998086.0,4,495
up_votes,1,158,37748029.0,5353,0,1538,1998086.0,15,495
up_votes,4,13,37622851.0,8905,0,2316,2287576.0,18,1800
up_votes,3,13,36179316.0,8905,0,2316,2287576.0,13,1800
up_votes,2,13,36287093.0,8905,0,2316,2287576.0,17,1800
up_votes,1,13,37114640.0,8905,2,2316,2287576.0,18,1800
up_votes,0,13,36130680.0,8905,0,2316,2287576.0,15,1800
up_votes,3,13,36061045.0,8905,0,2316,2287576.0,19,1800
up_votes,4,13,36086537.0,8905,0,2316,2287576.0,19,1800
up_votes,0,13,37120096.0,8905,0,2316,2287576.0,11,1800
up_votes,1,13,35058972.0,8905,0,2316,2287576.0,19,1800
up_votes,2,13,37634638.0,8905,0,2316,2287576.0,9,1800
up_votes,0,15,37547037.0,3918,0,1224,3229534.0,14,358
up_votes,0,15,37572782.0,3918,0,1224,3229534.0,10,358
up_votes,0,15,37573703.0,3918,1,1224,3229534.0,17,358
up_votes,0,29,35563832.0,16110,1,1120,28901.0,19,530
up_votes,0,35,37612690.0,30605,0,1014,107783.0,4,2351
up_votes,0,35,35994210.0,30605,0,1014,107783.0,10,2351
up_votes,0,35,35574386.0,30605,0,1014,107783.0,11,2351
up_votes,0,35,34675425.0,30605,1,1014,107783.0,19,2351
up_votes,2,35,32078853.0,30605,0,1014,107783.0,15,2351
up_votes,0,35,35625671.0,30605,0,1014,107783.0,19,2351
up_votes,1,35,33999782.0,30605,0,1014,107783.0,17,2351
up_votes,0,28,31291218.0,21375,0,2064,15825.0,19,1289
up_votes,0,53,35463486.0,8226,0,1029,61311.0,10,1149
up_votes,4,53,37751468.0,8226,0,1029,61311.0,12,1149
up_votes,0,5348,37212604.0,212764,0,9057,82548.0,8,18175
up_votes,0,125,36841788.0,3545,0,1008,1100265.0,14,473
up_votes,0,176,37700898.0,32077,1,1115,7512.0,16,2978
up_votes,0,176,37274072.0,32077,0,1115,7512.0,18,2978
up_votes,0,117,37695339.0,12034,0,951,493762.0,11,529
up_votes,1,39,37594854.0,17284,0,2412,539490.0,8,858
up_votes,0,39,37363764.0,17284,0,2412,539490.0,14,858
up_votes,0,39,37768208.0,17284,0,2412,539490.0,10,858
up_votes,0,39,37594790.0,17284,0,2412,539490.0,10,858
up_votes,0,16,35458086.0,3670,0,1846,1385174.0,10,525
up_votes,0,16,37728860.0,3670,0,1846,1385174.0,19,525
up_votes,0,16,31243741.0,3670,1,1846,1385174.0,17,525
up_votes,5,16,37027577.0,3670,0,1846,1385174.0,16,525
up_votes,0,96,32864875.0,7104,0,979,67316.0,17,381
up_votes,0,24,35814042.0,3453,0,943,976482.0,15,229
up_votes,0,24,35102398.0,3453,0,943,976482.0,15,229
up_votes,0,105,36035038.0,7512,0,7649,1658526.0,16,754
